FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE
2,4,0,5,3,4,4,0,1,0,1,2,4,9,5,3,1,0,3,5,1,594
5,3,10,5,4,10,2,2,1,1,2,10,6,7,10,4,1,5,1,6,1,654.7
4,1,10,7,4,10,0,2,1,5,4,5,10,8,1,2,1,3,4,10,1,694.7
1,1,0,3,4,10,0,0,1,8,0,8,0,6,0,1,2,7,1,10,1,659.2
3,4,10,10,10,10,7,5,1,3,5,2,3,8,0,2,2,8,6,5,1,721.3
2,4,8,2,3,10,1,0,1,0,0,7,0,6,10,2,1,1,0,4,1,591
1,5,4,5,10,10,5,1,2,6,2,10,10,8,1,3,1,3,8,10,1,668.5
5,3,4,3,6,10,7,5,2,3,2,7,5,6,6,0,2,3,2,6,1,669.2
4,3,3,5,3,6,4,2,1,0,2,8,0,7,3,2,2,5,1,2,1,644.1
3,4,0,7,0,10,2,0,1,3,2,2,2,8,10,3,1,0,2,3,1,590.4
4,2,4,5,5,10,7,1,1,5,1,9,4,8,6,10,2,4,1,2,1,658.1
2,3,3,3,3,10,5,3,1,5,3,8,5,7,10,3,1,5,2,3,1,637.3
4,3,3,5,4,10,10,5,1,7,9,8,3,8,0,2,2,10,8,5,2,734.4
4,3,7,6,10,10,10,5,1,7,8,7,2,8,0,3,2,10,8,6,3,747.8
2,2,5,10,3,7,1,0,1,6,1,2,1,8,0,0,2,9,1,7,2,666.9
3,5,7,3,6,10,4,1,1,5,4,7,5,10,4,10,2,4,6,3,1,663.2
1,4,5,5,2,10,1,5,1,3,0,6,0,7,0,2,1,10,1,2,2,638.6
1,1,3,5,7,10,5,1,1,7,6,7,4,7,8,2,2,3,6,10,1,686.4
1,4,1,6,7,10,8,3,2,2,2,2,4,6,10,1,2,0,1,1,3,612.1
2,4,4,5,3,3,2,0,1,2,3,6,5,6,0,10,2,0,0,4,2,612.9
5,1,3,6,4,4,3,3,2,2,0,2,6,5,0,7,2,6,0,4,4,634
3,2,10,8,4,7,2,1,1,8,0,3,4,8,0,5,2,8,1,5,1,677.3
2,4,2,10,10,7,6,5,2,5,4,1,9,6,10,1,2,9,8,10,3,685
5,2,0,10,10,10,3,3,2,8,0,8,7,7,0,3,2,3,6,7,3,696.8
1,2,4,4,2,6,2,5,1,9,0,4,4,7,2,2,2,6,2,5,2,663.7
2,4,3,7,4,1,3,0,1,3,0,4,0,7,0,2,1,3,1,3,2,602.5
5,2,9,9,3,5,2,2,1,7,4,2,2,8,9,1,2,10,6,9,2,692.4
4,3,10,2,2,8,2,3,1,4,3,8,2,7,2,1,2,3,3,2,2,667.9
2,4,0,5,0,3,0,0,1,0,3,6,0,6,0,10,2,2,0,2,2,585.7
3,3,4,4,3,7,4,0,1,2,0,8,0,9,0,5,1,1,1,10,2,629.2
2,5,1,0,1,3,1,0,2,0,3,1,0,3,0,2,1,2,1,3,1,546.7
4,3,2,1,3,3,3,2,1,6,4,5,1,6,10,0,2,3,1,6,4,631.4
4,2,5,3,2,5,0,2,1,5,4,6,2,8,0,1,2,0,2,10,3,664.3
5,4,10,10,10,10,4,5,2,3,5,3,5,7,10,2,2,3,2,5,4,677.1
3,4,6,1,6,3,6,1,1,4,5,2,5,7,10,5,2,7,4,8,2,646.3
4,1,6,7,10,5,3,5,2,4,2,3,6,6,0,2,1,5,2,0,3,653.1
2,3,7,6,10,5,3,0,2,2,3,7,2,8,0,3,2,6,1,10,2,657.7
2,1,1,6,0,7,2,0,1,2,4,2,0,8,4,0,2,2,0,7,2,629.5
0,4,3,3,2,3,0,0,2,0,2,2,1,4,7,8,2,3,2,1,3,550.5
4,2,3,5,10,6,9,4,1,7,7,5,10,7,1,3,2,8,4,9,3,730.2
1,5,0,0,5,0,0,0,2,0,0,1,0,4,10,10,1,10,0,10,4,531.6
1,4,7,10,3,3,5,1,2,7,1,3,3,7,0,3,1,5,1,3,4,615.9
1,2,6,5,4,6,8,3,1,6,8,6,4,1,6,6,2,8,7,8,3,679.9
5,0,4,10,10,10,10,4,1,10,2,10,7,10,0,4,2,5,2,10,4,759
5,4,5,5,6,5,3,5,1,10,2,10,10,8,0,2,2,10,6,7,3,729.7
3,2,2,2,5,4,3,1,2,3,8,3,5,8,6,3,1,4,2,6,2,614.4
2,0,8,5,5,8,4,0,1,0,2,6,2,9,0,2,2,3,2,5,2,667.9
2,5,2,4,2,10,8,1,1,5,5,5,0,8,10,7,2,4,2,3,3,626.7
5,5,10,4,10,7,10,5,1,6,1,6,9,8,0,3,2,10,1,10,3,732.3
1,2,5,1,1,3,2,1,1,4,1,3,0,8,3,0,2,1,1,7,2,621.2
5,4,10,10,10,8,4,5,2,6,6,6,5,7,0,1,1,6,8,8,4,708.3
2,4,5,4,10,5,5,4,2,5,3,1,5,8,0,2,1,10,5,2,3,648
2,4,8,4,7,10,1,5,1,7,2,2,0,9,6,2,1,2,3,6,2,646.7
2,5,8,4,9,10,2,5,1,7,2,3,0,9,5,7,1,2,3,3,2,638.4
3,3,5,3,10,7,4,1,1,7,4,4,2,8,5,4,1,2,8,7,3,655.4
5,2,10,5,6,5,5,0,1,4,4,6,3,8,0,6,1,6,1,7,2,666
4,4,10,3,3,10,8,0,1,7,6,2,10,8,7,2,2,8,2,7,2,690.7
4,2,10,4,8,6,5,5,2,8,7,10,5,8,0,0,2,10,0,10,4,726.3
1,5,10,5,5,10,4,5,1,10,5,10,5,6,3,0,1,10,2,3,2,690.2
4,2,7,8,4,2,3,0,1,6,1,7,2,8,0,2,2,5,2,10,2,678.1
3,3,10,5,5,2,3,1,2,1,2,6,10,6,0,1,1,7,10,10,2,662.2
4,0,3,2,2,1,4,1,1,8,1,3,0,8,0,0,2,3,2,10,2,660.3
2,3,10,10,7,4,5,3,2,7,7,6,5,6,1,5,2,6,7,5,2,687.7
5,3,5,6,8,10,2,3,1,8,4,6,5,9,2,1,2,5,3,7,2,708.7
5,3,5,6,7,10,4,3,1,8,4,6,5,9,2,1,2,4,3,7,2,708.7
2,4,0,2,4,2,1,2,2,5,2,2,3,5,2,4,2,1,1,1,4,584.7
4,3,10,6,5,10,1,5,2,7,6,10,3,8,0,0,2,4,8,2,2,704.2
3,1,4,7,5,6,4,4,2,9,2,9,0,8,0,2,2,4,2,10,4,683.6
4,0,5,6,10,8,5,2,1,8,8,7,10,7,0,1,2,6,10,10,2,752.7
2,3,1,2,5,7,1,5,2,1,0,5,0,7,7,1,2,1,0,7,4,609.5
2,5,10,10,10,10,0,2,2,10,5,2,0,8,5,1,2,5,6,6,4,672
4,2,5,3,5,5,0,2,2,5,2,6,1,7,0,0,2,3,0,3,4,636.9
4,4,2,5,3,2,5,3,1,4,2,5,1,9,4,1,1,3,3,8,4,637.1
1,4,0,4,1,10,0,0,2,4,2,1,0,6,10,10,2,0,1,7,1,562.6
1,5,2,6,10,10,2,4,1,4,1,8,0,6,5,4,1,4,1,0,4,623.5
4,2,6,6,4,8,2,0,2,9,5,4,7,7,4,1,2,4,1,9,4,667.1
3,2,5,6,10,10,5,2,2,6,7,8,4,8,8,4,2,8,6,4,3,685.1
4,3,10,6,2,5,2,5,1,5,0,9,0,6,10,0,2,7,0,10,4,673
5,4,3,3,8,10,1,2,2,3,2,3,0,9,5,3,1,3,5,8,2,624.8
5,3,10,10,10,8,5,5,1,8,10,10,10,8,0,0,1,10,10,10,2,773.9
1,2,10,5,4,10,5,1,1,5,4,6,5,7,10,4,1,10,10,7,3,672.6
0,2,0,2,2,2,2,0,1,5,1,5,2,9,1,5,1,6,4,10,2,615
5,3,2,5,7,5,8,1,1,6,3,5,5,10,5,4,1,5,6,7,2,667.9
2,4,2,4,0,8,1,0,1,3,0,4,0,7,0,0,2,3,1,5,2,621.2
2,2,5,4,5,5,5,3,1,4,3,2,0,8,0,2,2,2,3,8,2,661.8
2,5,2,4,5,8,3,5,1,7,1,3,2,7,0,3,2,10,0,10,2,670.3
2,4,10,2,0,5,5,0,1,7,2,10,0,7,10,2,2,4,0,10,2,642.8
2,1,5,7,4,5,2,2,1,8,0,5,10,7,0,1,2,5,0,7,3,682.6
3,3,6,4,6,10,3,3,2,9,3,10,4,6,5,2,2,10,2,5,3,678.3
1,4,3,2,1,1,0,0,1,2,2,8,0,8,5,1,2,7,5,6,2,620.5
2,2,10,4,3,4,0,1,1,8,2,7,1,9,0,3,2,1,1,3,3,652.8
5,2,7,10,10,8,10,3,1,9,3,6,10,7,0,2,2,10,10,10,3,767.8
5,2,7,5,6,5,5,5,2,7,5,8,1,7,0,0,2,10,1,10,4,705.3
2,3,5,1,2,3,2,2,1,8,4,4,2,7,0,0,1,2,5,3,2,631.4
3,1,7,0,1,2,5,3,1,7,3,5,1,7,1,0,2,6,2,10,4,674.1
5,2,10,6,4,10,4,5,1,8,5,10,5,8,4,2,2,4,1,4,1,716.1
4,3,6,8,7,6,5,4,1,6,3,5,5,8,3,4,2,7,6,7,2,703.2
3,1,10,4,6,4,2,0,1,2,2,2,1,7,0,0,2,0,4,7,2,656.5
2,4,2,2,5,10,1,3,2,3,1,3,0,7,7,8,1,2,4,1,3,576.8
5,3,10,8,6,6,4,3,1,7,3,9,2,8,0,0,2,4,6,2,1,709.1
2,5,5,6,8,10,3,3,2,3,1,10,0,7,10,9,2,5,0,2,3,617.3
4,1,10,8,6,3,5,3,1,1,2,8,7,6,0,2,2,5,2,7,3,700
5,0,10,10,10,2,0,5,1,10,2,10,10,6,0,1,1,5,10,10,2,741.2
4,3,8,8,4,5,0,5,1,6,3,10,1,8,0,1,1,4,3,10,2,685.5
2,3,10,10,4,7,3,5,1,5,0,7,3,6,1,3,2,6,1,7,2,687.9
3,4,8,3,3,6,2,5,1,7,2,4,1,7,3,9,2,8,0,8,2,656.9
2,0,5,8,6,5,3,1,1,7,8,7,5,7,0,1,2,1,3,8,2,696.6
2,2,3,2,5,4,2,0,2,6,0,1,5,8,5,6,2,3,0,7,4,605.5
2,2,2,5,3,5,1,0,1,6,1,4,0,8,0,10,2,3,0,3,3,616.3
3,5,6,3,3,10,5,2,2,8,4,6,7,8,0,6,2,4,1,3,4,652.4
2,3,7,7,8,10,10,0,2,8,2,9,10,8,0,4,2,5,6,8,3,704
2,2,7,10,8,5,6,4,2,7,2,8,10,6,2,3,2,10,3,6,4,701.7
1,1,3,4,10,8,0,3,1,7,3,9,5,6,0,0,2,6,2,10,3,698.5
4,3,2,10,10,10,5,5,1,5,5,9,0,6,7,1,2,10,5,2,4,705.3
1,3,7,10,5,5,5,4,1,8,3,3,3,7,0,1,2,6,1,2,3,678.8
5,1,4,8,8,6,4,5,1,8,2,8,3,8,0,10,2,10,6,7,3,717.4
3,3,1,4,4,1,4,3,2,6,2,1,1,8,5,3,2,10,1,1,2,617.4
1,2,5,10,10,10,8,5,1,9,4,6,10,8,0,1,2,10,2,7,4,744.2
3,3,10,10,8,7,10,0,1,7,4,6,1,8,0,2,2,8,8,7,2,720.4
2,2,1,5,5,5,2,1,1,4,5,1,3,7,3,5,2,6,1,2,2,632.5
2,4,2,1,2,3,1,1,2,2,0,5,1,7,5,5,2,5,0,5,4,584
3,3,7,9,3,8,6,2,1,7,4,3,1,8,0,6,1,7,2,6,2,663.7
3,2,3,5,6,2,6,3,1,5,1,7,2,7,7,1,1,6,2,9,4,650.7
4,3,1,2,5,3,1,0,1,7,1,10,0,7,0,3,2,3,1,10,3,649.6
2,2,9,6,6,3,8,2,1,8,1,4,7,6,0,2,2,9,1,5,2,690.7
2,4,10,7,4,5,2,1,1,1,0,7,0,7,10,10,2,4,0,2,3,609.9
2,2,3,6,4,8,2,3,1,4,1,1,1,9,5,1,1,5,3,10,2,643.1
3,4,8,7,5,4,4,5,1,5,3,5,1,7,0,6,2,7,3,7,2,679.2
3,2,2,5,3,2,4,5,1,6,2,5,1,7,0,2,2,6,2,7,3,669
4,2,6,3,5,3,4,5,1,2,1,4,3,8,0,6,2,7,0,2,3,658.8
2,3,2,4,6,9,4,2,1,7,6,7,2,6,3,1,2,5,2,4,3,669.2
0,2,5,6,10,3,0,5,2,8,4,2,10,8,10,1,2,10,5,10,4,675.4
2,5,4,0,10,1,6,0,1,2,0,5,1,6,0,8,2,1,1,10,2,619.5
4,0,2,3,4,10,10,3,2,6,1,2,10,8,0,1,2,10,2,10,4,700.9
3,3,5,4,5,10,6,2,2,7,2,4,5,6,10,2,2,2,1,6,2,639.7
2,5,0,0,6,4,0,0,1,3,5,10,0,4,5,4,2,0,3,4,2,604.8
4,1,8,10,7,10,5,5,2,3,2,5,0,8,0,0,1,0,1,10,3,674.3
4,1,5,4,3,5,5,3,1,9,3,10,5,8,3,0,2,5,2,6,3,699.1
5,1,7,10,10,5,10,5,2,10,10,3,10,8,0,0,2,6,7,10,4,757.2
4,1,10,5,10,6,3,5,1,10,3,10,2,6,0,0,2,6,3,10,4,734.4
2,3,10,5,5,10,4,1,2,3,1,2,2,9,10,4,2,10,2,3,3,634.8
5,2,3,0,0,0,2,1,2,8,1,3,1,7,5,2,2,5,2,10,3,619.3
0,2,5,3,0,1,2,0,2,7,5,3,0,6,10,10,2,5,0,10,2,585.1
0,2,5,3,0,1,0,0,2,7,2,3,0,6,10,10,2,4,0,10,2,574.9
4,1,10,6,2,4,1,0,1,5,4,6,1,7,0,7,2,4,0,10,2,664.1
0,0,10,5,1,5,4,1,1,8,0,6,10,9,0,0,2,4,2,7,2,688.3
1,2,1,3,4,2,2,0,2,2,1,1,0,6,0,2,2,3,3,2,3,589.8
2,4,10,4,10,10,10,0,1,4,8,3,0,5,10,3,1,10,8,8,3,669.9
3,2,10,10,10,5,3,1,1,8,2,9,0,8,0,1,2,5,3,4,2,700.6
1,4,2,1,0,2,0,1,2,7,5,1,0,6,0,0,1,10,8,1,2,594.9
1,4,2,1,0,2,0,1,2,4,6,1,0,6,10,1,1,10,6,3,2,572.8
1,3,1,6,6,10,3,4,1,8,6,10,3,7,0,1,1,3,1,1,3,663.2
5,5,10,5,5,10,1,2,1,8,8,10,7,7,0,1,2,5,8,10,4,729.5
3,1,10,6,10,3,5,3,2,6,3,1,1,7,0,0,2,3,1,10,2,675
4,1,10,6,10,3,4,2,2,3,1,1,1,8,0,0,2,3,1,10,2,666.7
4,3,10,3,8,6,6,1,1,7,3,8,6,7,0,3,2,5,3,7,4,700.2
5,3,5,8,5,8,1,3,1,7,1,9,1,7,0,1,2,2,1,5,3,681.7
2,2,10,8,3,7,3,5,2,8,1,5,5,8,5,2,2,5,0,10,4,676
5,3,5,8,5,8,1,3,1,7,1,9,1,7,0,1,2,2,1,5,3,681.7
5,3,5,4,4,8,2,5,1,7,1,9,1,7,0,0,2,2,0,5,3,681.7
2,3,10,1,2,2,4,0,1,2,1,2,1,8,0,0,2,1,3,7,2,634.6
5,3,3,4,1,3,2,1,1,3,1,8,0,7,2,2,1,1,0,2,3,610.1
5,5,0,2,5,3,3,5,2,6,3,10,1,6,10,10,2,5,1,3,3,612
4,3,10,6,4,6,7,3,2,6,8,7,5,8,3,4,1,6,6,7,2,678.1
4,3,10,5,5,7,5,2,2,7,5,9,5,9,0,5,2,7,4,7,4,694
4,2,3,5,3,8,3,3,1,10,1,3,1,7,0,1,2,2,1,10,4,675.4
1,4,0,2,7,7,7,4,2,7,2,3,5,8,5,6,1,8,3,3,3,619.5
2,4,10,7,2,1,2,4,1,1,2,1,10,8,0,1,2,2,4,2,2,656.5
3,5,1,0,10,2,0,5,1,10,3,3,2,2,10,6,1,10,0,0,2,601.3
1,2,5,5,2,1,2,0,1,1,2,5,5,8,0,3,2,2,3,10,4,642
5,2,10,7,10,4,3,5,1,8,1,9,3,7,0,1,1,10,1,10,2,714
2,4,3,3,2,3,2,4,2,5,2,1,1,6,0,2,2,10,3,1,3,620.4
1,3,2,3,5,4,1,1,1,5,3,6,3,7,2,7,2,1,1,7,2,626.7
2,5,0,3,0,3,3,1,1,3,3,4,0,9,0,10,2,2,0,8,3,604.6
2,3,3,4,5,4,1,2,1,7,7,7,10,7,0,3,2,4,4,5,4,677.9
4,3,8,7,3,5,3,1,1,3,5,7,7,5,3,5,1,3,5,7,2,655.4
3,4,5,3,2,1,3,1,2,3,0,3,0,8,0,10,2,5,2,10,2,605.9
2,5,5,2,0,0,4,3,1,7,8,6,0,9,10,1,2,0,2,3,1,623.7
5,0,5,4,4,3,10,2,1,8,4,9,10,9,0,2,2,3,6,9,4,728
3,3,10,5,2,4,5,2,1,2,0,10,2,7,0,1,2,2,1,7,2,666.6
1,4,2,5,5,5,2,0,2,1,1,6,1,7,0,3,2,5,0,1,4,601.2
5,4,1,8,4,6,4,2,2,6,6,6,1,7,0,1,2,1,1,10,4,659
2,1,0,5,5,6,5,2,2,4,6,5,4,5,0,3,1,3,2,8,3,632.9
2,1,10,10,4,5,4,0,2,8,7,9,3,8,0,2,2,3,3,6,2,683.6
2,3,3,8,6,10,5,1,2,9,4,4,5,6,0,2,2,3,1,2,3,655
1,1,4,2,5,2,3,5,2,8,1,6,2,8,0,0,2,10,2,10,4,671.1
1,3,5,8,3,3,2,0,1,7,4,4,10,8,0,2,1,6,6,10,4,665.6
3,3,5,10,2,5,1,0,1,6,1,5,1,8,0,7,2,2,0,6,3,640.3
3,3,8,5,3,3,1,3,1,5,1,4,5,8,0,10,2,10,1,2,2,652
5,3,7,9,8,8,8,5,2,9,9,6,7,6,6,2,1,8,6,6,4,704.7
2,3,3,8,5,10,7,1,1,8,3,8,10,7,0,0,2,5,4,10,2,713.8
1,2,10,4,2,10,4,0,1,7,2,5,6,8,0,1,2,5,4,5,1,681.1
3,2,7,9,5,5,3,5,1,5,1,8,10,7,0,10,2,9,1,10,2,703.6
2,2,10,10,7,5,5,1,1,5,2,5,3,6,0,1,2,3,2,8,3,685.8
1,1,3,4,2,1,2,0,2,5,5,2,2,9,0,4,1,3,4,3,2,599.1
2,1,6,10,3,2,10,0,1,7,2,2,2,7,0,2,2,5,2,7,2,673.5
3,3,2,5,10,7,4,1,1,4,3,3,1,7,0,4,1,5,4,3,2,641.4
3,3,2,5,10,7,4,1,1,4,3,3,1,7,0,4,1,5,4,3,2,641.4
1,3,3,4,5,9,3,1,2,8,2,8,2,5,7,9,1,8,3,5,3,609.7
3,3,9,6,3,7,8,4,1,6,7,5,10,8,4,5,1,9,3,7,3,694.7
4,0,5,2,5,1,3,5,1,2,1,1,5,7,2,1,1,3,6,10,2,658
2,3,10,7,2,5,4,4,1,6,1,8,5,8,2,3,2,6,1,10,2,690.2
4,1,5,3,10,10,3,3,1,8,4,3,5,7,0,0,2,10,3,5,4,712.8
2,2,7,3,4,6,4,1,2,7,2,2,3,6,7,4,1,5,5,4,2,612.1
2,0,10,4,6,6,5,1,2,7,2,5,5,7,0,1,2,5,6,10,2,687.7
5,1,10,2,3,10,3,2,1,7,3,7,5,8,0,1,2,1,0,4,2,690
2,2,0,1,2,1,0,0,1,0,1,3,2,7,0,3,1,4,1,3,2,583.6
3,4,1,10,5,4,1,1,1,3,5,5,1,7,3,0,2,4,1,4,2,645.2
4,3,2,9,2,5,1,1,1,7,7,8,5,8,0,4,2,7,9,10,2,700.4
5,1,9,8,1,3,4,2,2,8,7,10,3,7,0,1,2,3,1,5,2,683.6
5,1,3,4,4,3,2,4,1,4,0,2,0,10,0,0,2,5,2,8,4,670.7
5,3,8,8,6,7,2,2,1,6,1,6,3,5,7,4,2,2,1,8,4,665.4
4,3,5,5,6,5,6,2,2,7,1,8,5,7,0,7,2,7,2,6,4,664.5
3,4,8,10,1,10,5,1,1,8,5,10,1,7,10,1,2,3,2,5,3,673.4
5,3,10,10,10,10,5,5,1,5,4,8,4,6,0,1,2,6,1,2,2,723.8
5,3,10,10,10,10,6,5,1,5,3,8,4,6,0,1,2,6,1,2,2,723.8
2,2,5,2,10,10,3,0,1,6,8,7,4,7,4,6,2,4,1,2,3,664.3
2,5,4,4,10,10,10,5,1,7,3,1,5,6,5,5,2,10,1,10,4,690.1
3,4,1,1,2,2,3,3,2,3,1,4,4,4,2,4,1,1,3,3,2,579.8
4,2,5,9,10,3,2,1,2,4,1,1,2,6,0,0,2,8,8,7,4,668
4,3,10,10,3,3,1,1,1,7,5,3,5,7,3,0,2,10,10,7,2,702.6
2,1,4,5,5,4,2,5,2,8,1,3,10,8,0,1,2,5,4,5,3,673.9
5,3,5,6,3,4,10,5,1,10,6,10,10,7,0,2,2,10,6,10,4,749.9
4,3,2,1,4,10,1,2,1,7,6,9,1,5,0,3,2,10,1,10,4,683
2,4,1,5,10,5,4,1,2,5,1,1,0,6,0,2,2,2,2,5,3,618.7
4,4,10,10,5,3,7,5,2,9,2,5,2,6,10,1,1,9,9,4,3,665.4
2,2,2,4,3,5,1,5,1,2,1,7,6,7,0,2,1,2,2,7,2,643.9
1,2,1,3,1,1,3,0,1,0,3,1,0,5,0,1,2,3,1,10,2,611.7
1,4,10,10,10,10,3,5,2,8,9,3,3,4,6,0,2,10,8,1,3,693.5
2,2,3,5,2,2,3,3,1,7,1,9,1,8,0,1,2,10,2,9,2,678.5
2,4,10,3,2,3,10,5,1,3,2,10,0,5,0,3,1,4,1,4,2,649.2
1,1,10,8,10,10,3,0,1,9,2,5,3,8,0,1,2,3,10,4,2,706.6
2,1,3,6,0,4,3,0,1,4,3,2,10,10,10,2,1,0,4,10,2,629.9
2,3,8,7,6,9,4,5,1,7,2,4,2,7,0,3,2,8,3,7,2,697.7
5,3,1,3,2,8,6,1,1,1,0,4,10,7,10,2,1,5,0,2,2,619.5
5,1,1,6,2,2,3,2,1,9,10,6,7,9,0,3,2,3,10,10,2,712.1
2,1,3,3,3,5,2,2,1,7,6,8,8,7,0,0,2,4,3,8,1,688.3
5,3,10,10,10,10,10,5,1,7,10,10,5,7,0,1,2,10,10,10,3,789
5,4,10,7,3,4,3,1,1,8,2,10,0,8,0,0,2,10,2,6,3,695.7
3,5,1,5,10,10,5,5,2,1,1,4,0,8,3,2,2,10,1,5,3,652
2,1,8,10,6,4,4,2,1,3,2,2,1,9,1,2,2,5,0,10,2,677.3
2,1,8,10,6,4,5,2,1,3,2,2,2,9,1,2,2,6,1,10,2,684.1
2,4,5,6,10,10,5,4,1,4,3,6,4,10,0,1,1,5,0,3,1,673.2
2,4,7,6,10,6,1,5,1,9,6,8,4,6,5,1,2,5,2,10,4,700
2,3,2,4,2,10,3,3,2,6,0,6,2,8,2,2,2,4,0,3,2,632
1,5,10,10,2,5,1,0,1,2,1,5,5,7,4,5,2,10,2,7,2,648.6
2,3,4,10,5,10,4,1,1,5,3,10,2,8,5,0,1,5,1,3,2,658.3
2,2,8,6,2,10,7,3,1,7,3,7,1,8,0,1,2,5,4,10,2,705.3
0,0,0,5,0,1,0,0,2,2,0,1,0,8,10,6,1,1,0,10,3,549.4
2,4,2,5,2,10,1,2,2,1,5,2,0,6,0,3,2,6,3,3,3,618.9
2,2,0,2,1,2,3,0,2,2,4,8,0,6,3,3,1,0,3,7,4,584.4
2,1,9,4,3,4,8,2,2,7,5,4,1,7,0,4,2,5,5,10,1,672.2
5,3,5,5,4,7,6,1,1,10,3,7,2,7,5,1,2,10,3,5,2,689.8
5,3,10,10,10,10,3,5,1,8,2,5,2,7,0,5,2,5,2,7,4,716.6
2,3,5,3,3,4,2,2,1,1,0,10,0,8,5,2,1,2,0,3,2,609
4,3,4,5,7,6,4,2,2,1,2,7,0,7,1,4,1,10,1,5,4,632
5,5,1,0,0,4,0,0,1,1,0,3,0,6,10,0,1,2,0,7,4,569.8
5,1,10,5,4,4,5,1,1,6,5,5,3,9,0,2,2,4,1,10,2,698.3
4,0,10,3,3,5,5,0,1,0,0,10,0,8,0,0,2,6,0,10,2,680.4
3,2,10,9,8,10,10,5,1,6,6,5,5,7,2,7,2,5,8,5,4,728.5
4,4,8,5,2,6,8,2,1,10,1,2,8,8,0,2,2,9,2,7,2,695.8
2,2,8,5,10,10,3,1,1,9,6,7,5,8,2,0,2,8,1,4,3,707
1,3,0,4,10,10,1,5,1,6,2,4,0,9,0,7,1,5,6,10,3,659
4,3,5,2,2,3,2,2,1,8,2,8,0,9,10,2,2,2,3,10,3,649.6
3,3,10,5,4,4,6,2,2,9,2,4,3,7,10,1,2,10,3,10,2,665.4
2,3,8,3,8,8,6,3,2,5,2,6,1,8,7,4,2,5,2,5,3,649
1,5,2,0,2,3,2,0,2,5,1,5,1,8,0,8,1,1,2,9,4,572.3
4,3,10,6,2,3,2,0,1,10,4,6,0,7,7,1,1,7,1,7,2,647.1
2,4,0,4,4,2,3,3,2,6,1,8,5,9,10,3,2,5,4,10,4,632.6
3,4,9,10,10,10,8,5,1,5,2,5,10,5,4,10,2,10,1,2,3,700.9
4,2,6,5,7,8,2,4,1,4,2,10,5,7,2,5,2,6,2,5,2,690.4
2,4,0,3,0,5,2,0,1,7,1,4,1,6,10,8,1,5,1,6,4,578.5
2,2,6,5,2,8,3,1,1,4,3,2,10,8,2,3,2,2,1,3,3,655
4,2,2,10,10,10,6,0,1,6,8,9,5,7,0,1,2,10,7,10,2,739.5
3,5,4,4,1,10,2,5,2,2,2,5,2,8,7,2,2,4,0,2,2,619.9
3,4,10,5,6,10,3,5,1,10,2,8,5,7,0,10,2,10,10,7,3,718.9
1,2,2,5,6,2,4,1,2,8,1,10,7,10,7,5,2,3,10,2,2,646.8
2,5,8,10,2,2,2,1,1,10,2,1,3,8,7,2,2,10,1,10,2,658.2
2,4,5,7,10,7,6,2,1,7,3,5,2,7,4,10,2,5,2,5,3,660.5
2,2,3,4,3,3,1,4,2,6,0,2,0,8,0,0,2,2,0,2,3,617.6
2,2,3,4,3,3,1,4,2,6,0,2,0,8,0,0,2,2,0,2,3,617.6
3,2,10,4,5,5,4,2,1,7,3,7,0,8,0,1,2,3,1,8,2,683.2
4,1,8,6,4,2,2,5,2,4,3,4,1,7,0,2,2,3,1,10,3,663.7
2,2,5,3,5,4,7,1,1,9,5,8,5,7,0,3,1,5,2,10,2,673
5,4,4,5,10,7,1,0,2,3,0,3,0,6,5,3,2,2,1,7,3,619.1
0,3,7,5,4,7,4,1,1,6,3,3,1,7,4,3,1,3,2,7,2,627.8
4,2,2,4,5,4,3,5,1,4,0,6,3,9,10,1,2,2,3,10,2,662.8
3,3,3,7,3,7,4,3,1,6,3,6,7,8,4,5,2,3,3,3,1,666
2,1,5,6,5,5,5,3,2,4,1,10,5,7,0,0,1,5,2,7,2,658.1
5,3,4,2,10,4,10,5,1,10,6,10,5,5,0,0,2,5,3,10,1,730.8
2,3,3,5,7,6,3,3,1,8,3,5,5,6,10,1,2,4,4,1,2,653.5
5,3,4,2,10,4,10,5,1,10,6,10,5,5,0,0,2,5,3,10,1,730.8
1,5,10,2,7,4,2,0,2,5,1,1,0,8,0,6,2,6,2,7,2,615.7
5,3,10,6,8,10,5,5,1,8,8,10,5,7,0,0,2,9,2,10,4,755
5,3,10,6,8,10,5,5,1,8,8,10,5,7,0,0,2,9,2,10,4,755
1,4,1,6,4,4,3,1,1,2,2,2,1,7,1,2,1,2,1,5,3,602.1
3,3,3,2,5,3,7,4,1,3,5,5,2,6,0,4,2,7,7,7,4,675.6
3,1,10,5,5,10,10,2,2,2,2,5,2,7,10,3,2,5,4,10,4,669
0,0,2,3,3,6,4,2,1,7,1,2,3,7,3,0,2,4,0,6,2,646.3
3,1,3,3,4,7,3,2,1,10,3,10,1,8,0,0,2,10,4,10,2,707.6
