FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,SLEEP_HOURS,PERSONAL_AWARDS,TIME_FOR_PASSION,AGE,WORK_LIFE_BALANCE_SCORE
3,10,5,2,4,8,3,1,3,614
1,0,0,2,4,6,2,2,4,594
1,2,6,3,2,5,9,8,3,627.2
2,2,10,10,10,7,7,7,2,697.2
3,6,8,10,5,6,10,2,4,681.5
5,7,5,5,8,8,5,1,2,681.1
2,2,10,10,10,7,10,5,2,695.6
2,6,3,9,10,6,7,6,4,708.5
4,6,10,10,10,9,5,4,3,720
4,2,6,4,10,8,10,2,3,652
2,10,10,10,10,6,10,5,3,740.2
2,8,10,5,4,10,8,3,3,688.3
2,3,3,10,6,8,2,2,3,672.2
2,3,5,3,4,7,3,1,2,656.2
1,2,4,4,4,6,10,3,3,624.6
4,3,7,5,7,8,7,8,4,733.1
2,2,8,4,7,6,8,2,4,651.8
1,4,5,3,10,7,1,6,4,659
4,7,5,6,7,8,5,4,4,689.8
4,8,7,8,7,8,2,8,3,729.3
2,5,4,6,3,9,7,1,3,652.4
1,3,8,10,5,6,10,8,2,708.1
2,0,1,5,4,7,2,10,2,561.5
2,3,6,8,10,7,4,8,2,670
3,3,6,6,6,8,5,5,2,660.3
3,10,7,3,10,7,4,1,2,674.1
4,1,1,10,10,6,1,0,2,630.5
5,10,5,10,2,7,10,1,2,689.4
2,0,4,4,5,7,2,1,3,607.8
5,3,10,10,4,7,3,0,4,652.2
3,1,6,5,6,6,4,5,3,628.9
2,10,5,10,10,5,10,3,3,695.8
2,10,4,10,10,5,10,3,3,692.4
3,7,10,9,9,7,7,8,2,708.7
1,2,7,9,7,7,7,3,2,637.8
3,2,10,5,10,5,5,2,3,648.2
3,1,4,8,10,7,2,2,4,649.2
0,1,5,1,5,7,4,6,2,614.8
4,5,2,10,1,7,3,5,3,665.4
2,3,10,10,10,9,2,4,3,714.6
2,1,7,4,2,8,10,1,1,639.9
3,0,7,10,10,8,7,4,2,675.1
4,2,2,5,4,6,3,1,4,619.7
1,0,0,6,5,6,5,0,3,572.1
0,1,3,10,8,9,5,2,3,634.6
2,1,1,2,1,9,1,1,2,605.4
3,0,3,2,2,9,5,10,1,638.8
1,1,3,1,5,7,7,3,2,581.5
1,7,2,3,9,8,4,2,2,647.5
3,6,10,7,6,7,5,4,3,710.8
2,2,4,2,7,8,1,1,3,607.4
1,2,4,10,9,7,10,2,4,662.2
1,0,6,6,8,6,3,8,2,652.7
4,3,4,10,10,8,2,3,3,670.9
2,0,6,2,2,8,5,1,2,583.4
4,3,5,6,5,5,6,6,4,654.6
4,5,10,10,10,8,4,4,2,687
4,2,10,7,6,7,4,5,2,678.5
4,10,10,10,10,8,5,8,2,730.6
5,10,2,4,10,7,0,4,2,707.4
2,2,2,7,10,6,8,5,4,674.3
4,2,3,9,2,7,3,3,2,665.6
4,2,10,6,3,8,7,3,2,641.4
5,10,8,2,7,8,3,3,1,711.9
5,10,10,10,5,7,10,8,4,763.5
5,6,8,6,10,8,10,6,1,733.1
3,10,5,10,2,8,10,1,1,671.9
2,1,0,4,2,5,4,3,2,618.7
1,0,1,2,2,7,2,2,2,593.4
3,7,7,5,4,8,5,5,3,685.8
5,4,8,10,10,7,8,2,4,715.9
5,4,8,10,10,7,8,2,4,721
5,4,4,10,10,7,5,0,4,649.5
4,3,2,1,10,7,4,2,4,654.1
5,10,10,3,4,7,2,10,2,717.5
5,10,10,4,7,7,1,10,2,712.4
3,4,7,6,10,8,6,0,2,703.4
3,4,10,9,10,5,10,8,3,698.5
3,0,10,8,8,7,6,4,1,702.3
4,0,9,7,8,7,5,4,1,692.1
5,0,4,10,10,7,7,0,4,646.3
1,2,6,6,5,8,6,6,4,680.9
4,2,4,10,10,7,7,6,4,693
2,10,10,10,10,8,5,7,2,733.1
2,5,2,10,10,8,5,6,2,694.7
5,0,2,10,10,8,8,7,4,659
3,5,0,1,1,8,0,0,4,563
5,6,8,10,10,8,10,10,4,780.7
3,4,5,4,4,6,0,5,2,654.5
1,0,5,4,8,6,7,3,3,639.3
1,1,2,2,1,6,2,0,4,579.6
1,7,7,4,4,7,4,3,3,649.2
2,3,5,6,10,8,7,10,3,697
2,3,4,0,3,8,2,1,2,601.6
2,2,4,4,10,7,5,6,2,656.9
2,6,4,4,7,5,8,3,3,663.7
3,2,4,6,8,8,5,3,3,648.8
0,0,5,5,10,7,5,2,4,605.5
3,4,6,6,6,5,10,6,2,696.8
1,1,7,8,4,8,6,1,3,637.8
0,0,2,10,10,5,3,10,4,665.8
5,7,3,2,6,7,4,0,2,626.7
2,4,4,1,10,6,2,4,2,664.7
3,4,10,10,10,6,5,1,2,672.2
3,10,8,10,10,6,10,5,2,733.6
4,7,2,3,8,5,3,1,4,618.6
3,9,10,10,10,7,10,7,2,768.6
3,5,5,5,10,7,10,1,2,678.5
3,3,4,10,5,6,10,0,4,627.8
1,6,3,3,6,7,5,0,3,632.6
0,6,6,4,7,8,6,8,4,691.5
5,6,8,6,9,7,7,8,4,731.2
2,6,10,5,10,8,10,4,4,695.7
4,4,4,5,5,6,4,2,2,643.1
1,7,5,10,10,9,10,1,3,724.6
4,5,1,2,2,7,3,3,2,612.3
5,6,2,0,4,6,10,3,1,655.6
2,4,3,1,4,8,3,3,1,621
1,0,7,2,3,7,6,0,4,600.4
4,7,10,10,8,7,7,8,4,724.4
4,3,2,3,10,7,10,2,3,639.9
2,0,3,0,2,7,1,3,2,605
1,8,1,1,2,8,0,3,4,612.3
5,6,10,8,10,8,8,10,4,762
1,2,5,6,4,7,5,0,4,661.4
4,4,10,10,10,7,10,5,4,725.3
3,0,9,10,4,7,6,0,3,663.2
2,1,2,6,2,5,10,1,4,586.2
5,4,8,10,10,7,10,1,4,703.4
3,10,2,2,3,6,4,3,2,655.8
0,0,0,3,4,8,8,0,3,643.1
3,7,10,10,4,7,2,1,3,682.8
2,0,0,7,2,8,3,1,4,647.1
1,2,3,7,3,5,3,3,2,615.5
2,8,5,2,6,7,3,3,2,656.7
5,0,4,8,4,6,7,10,2,695.3
1,3,6,10,10,8,3,8,2,686.8
3,2,6,3,10,7,4,4,4,659.6
3,7,10,5,5,7,8,8,2,688.3
1,1,4,4,8,7,4,3,2,590
5,3,4,0,5,7,5,0,3,628.6
3,5,6,3,5,7,3,2,4,692.8
2,3,4,10,5,5,3,4,2,626.5
3,5,4,7,6,8,1,1,3,676.6
5,10,4,5,10,8,8,0,4,677.1
1,0,5,3,3,8,6,5,2,578.3
5,6,6,6,2,8,6,4,3,673.6
3,2,7,10,4,8,8,2,2,688.9
2,10,5,4,4,8,10,6,2,685.8
5,8,9,6,10,7,8,2,4,681.1
3,10,10,10,10,7,10,6,3,747
5,7,5,10,10,9,7,5,3,684.7
3,1,5,5,3,6,7,7,4,677.3
4,3,3,10,10,8,4,6,3,705.9
3,4,3,8,10,8,1,2,2,643.7
3,4,10,10,6,7,1,3,3,661.5
2,2,1,3,5,7,6,0,2,585
4,8,5,10,2,9,8,9,2,716.8
4,5,4,3,2,8,7,1,3,626.7
4,3,6,7,2,8,6,3,2,665.4
3,8,9,5,7,7,6,8,2,688.5
3,5,10,10,5,6,10,4,4,742.5
4,2,8,10,6,7,4,8,3,705.1
1,2,3,1,10,9,4,8,1,674.7
2,4,1,4,3,7,10,3,3,619.7
3,10,10,5,10,7,10,2,3,681.5
3,5,10,10,7,6,7,10,3,663.5
2,3,5,8,9,7,6,5,3,718.5
1,3,6,10,3,6,6,2,2,603.6
5,6,10,10,8,8,10,7,4,744.2
5,0,4,10,10,8,10,2,3,709.8
2,2,1,1,1,9,2,7,3,609.9
2,4,10,4,10,6,7,4,3,710.6
2,10,6,10,5,7,7,5,4,681.3
5,4,2,0,1,7,5,1,4,626.7
1,4,4,8,10,6,5,2,2,648.6
2,1,2,1,1,6,4,10,2,621.2
3,2,6,3,8,9,5,2,1,649.2
2,10,5,3,8,8,10,6,1,716.1
5,10,6,10,10,7,10,1,2,729.5
5,10,10,4,10,9,10,1,2,730.6
4,4,8,10,8,6,10,7,3,708.8
3,5,3,7,9,7,9,7,4,721.7
1,3,2,10,8,5,4,6,2,662.8
3,7,1,2,2,7,3,0,3,608.9
5,5,10,10,3,8,1,3,4,701.5
3,5,5,9,8,6,10,2,3,638
2,3,7,10,7,8,6,4,2,657.5
5,9,5,8,10,6,10,10,2,718.5
2,4,5,4,5,7,10,8,4,678.8
3,1,7,5,8,5,3,1,3,626.1
4,4,5,10,10,5,5,8,4,722.6
5,5,8,10,7,7,5,5,4,734.6
2,3,4,10,5,8,4,0,3,611
2,3,6,3,5,10,2,1,2,625.8
0,0,3,3,10,6,5,3,2,641.4
2,5,6,3,5,10,2,2,2,612.2
1,10,5,3,2,7,7,1,3,652
3,1,6,7,1,8,8,8,2,701.7
3,10,7,5,4,8,10,1,2,663.5
2,1,5,5,2,7,8,0,3,618.8
3,10,7,10,10,5,10,4,4,721.7
1,10,10,10,1,8,3,8,4,651.6
5,1,2,6,2,6,9,5,4,693.6
3,3,8,10,10,9,10,7,3,711.9
3,4,5,10,3,7,3,1,3,611
1,3,2,10,5,8,10,4,3,651.6
4,3,5,2,2,7,9,4,4,651.6
5,9,10,10,10,7,6,10,4,802.6
3,8,4,4,10,8,7,2,3,695.7
1,1,6,7,3,6,1,4,2,614.4
1,10,10,3,1,8,10,10,2,672.6
4,6,6,6,10,6,5,2,3,681.3
4,6,6,6,9,9,6,7,2,696.8
2,1,10,10,10,10,1,8,3,728.4
4,10,5,10,10,7,5,10,4,758.4
2,8,4,7,10,7,5,1,3,640.7
2,4,9,10,2,6,8,5,4,676.9
1,3,5,0,3,8,3,2,2,607.2
3,8,9,9,9,8,10,8,4,731.4
2,10,4,6,3,7,4,2,3,637.3
3,8,9,10,4,8,8,8,3,723.2
0,1,10,10,10,8,10,6,2,677.7
4,5,8,8,10,8,6,7,3,722.1
3,2,1,2,10,6,3,1,2,616.5
3,0,3,0,2,6,2,0,3,601.9
1,10,10,10,10,7,10,2,2,760.4
1,4,5,8,10,8,4,8,2,677.9
3,10,3,10,4,8,8,0,2,669.2
3,3,6,6,10,4,7,7,2,645.9
2,7,5,3,3,8,3,2,2,644.3
1,1,7,7,10,8,7,2,3,660.1
2,4,5,8,6,7,6,2,2,635.9
2,7,4,3,6,6,8,3,1,687.9
5,5,3,3,5,5,5,1,4,683.2
4,3,4,3,2,9,3,1,2,614.4
5,0,1,0,10,7,5,0,4,593.4
3,8,6,5,6,7,10,1,2,683.2
3,8,10,10,10,7,10,2,4,749.9
2,3,3,6,3,6,4,6,3,629.3
2,5,4,0,2,8,3,2,2,615.7
4,10,8,10,10,7,5,5,2,688.3
4,10,8,10,10,7,6,6,2,696.8
2,7,7,10,5,4,10,10,3,719.4
5,10,8,7,4,7,7,3,2,714.7
3,2,10,10,10,7,10,3,2,701.9
4,4,8,2,9,8,6,5,2,666.9
4,4,4,4,3,9,3,3,2,677.9
2,6,5,8,9,7,6,7,3,706.6
5,5,2,10,10,7,10,1,2,693.8
1,3,3,7,3,7,3,6,2,634.2
1,5,7,5,9,8,6,2,1,698.5
4,4,3,3,10,7,8,6,3,668.3
3,4,10,8,9,7,8,3,2,663.2
4,7,10,5,7,6,10,10,2,706.8
2,4,7,4,3,5,2,8,2,675.6
2,7,3,3,3,8,0,1,3,630.1
4,3,5,10,3,8,10,0,3,680.3
4,0,7,4,3,7,8,5,2,653.9
2,5,1,3,2,8,4,1,3,626.3
3,10,8,10,10,6,3,1,3,684.5
1,8,3,2,3,8,4,2,4,637.1
3,0,7,10,4,6,4,0,2,637.8
1,1,7,3,2,8,2,8,2,670.3
2,0,1,1,0,3,2,1,3,504.2
2,2,4,2,10,8,10,1,2,631.4
5,8,7,10,10,7,10,5,2,688.5
5,2,4,10,4,6,3,8,4,639.3
5,10,5,5,2,7,10,2,2,701.7
2,10,6,8,6,8,10,5,4,691.3
3,5,2,2,1,8,0,4,4,642.6
2,2,10,6,10,10,10,7,2,709.7
4,7,3,3,6,6,2,3,3,631
3,0,6,4,10,7,4,2,3,678.5
3,10,6,10,4,7,10,2,2,706.6
2,1,3,2,10,7,8,2,3,644.8
1,5,4,8,5,8,7,6,2,688.9
3,5,5,5,4,5,5,4,1,649.7
3,3,3,2,2,5,4,0,2,567.5
2,2,10,10,10,8,10,8,4,736.1
2,6,5,10,10,6,6,6,4,668.8
2,3,6,5,3,6,10,10,2,629.1
3,2,10,10,7,6,10,3,3,645.2
2,10,4,10,4,7,10,3,2,688.7
3,5,10,5,4,7,10,1,4,688.8
3,3,5,7,4,7,10,2,3,660.7
4,5,4,6,10,7,4,1,2,661.4
2,10,10,10,7,8,8,3,3,733.1
2,2,5,6,2,7,5,2,3,642.6
1,2,3,3,2,7,3,5,2,654.3
5,10,10,10,3,5,6,4,4,729.4
2,3,4,2,7,7,4,2,2,613.5
3,6,6,5,5,6,7,6,1,672.6
2,5,4,10,10,8,5,7,3,675.4
3,10,4,4,5,6,10,1,1,697.7
2,9,2,2,2,7,5,2,2,670.9
5,8,6,10,6,8,10,7,2,714.7
5,10,1,10,10,8,10,4,4,728
2,2,5,4,2,7,3,3,3,591.7
3,3,5,8,7,5,6,3,4,673.3
3,5,6,3,2,8,4,1,2,617.8
3,0,0,10,0,10,10,1,3,685.8
2,1,3,4,2,6,4,2,3,606.8
1,3,6,9,5,7,8,8,2,716.6
3,7,8,10,7,8,3,3,3,717.8
0,10,2,5,5,5,0,0,1,611.9
0,10,2,5,5,5,0,0,1,611.9
3,5,7,7,1,6,10,3,4,643.3
4,0,5,2,3,6,2,8,3,607.4
4,7,10,10,10,9,9,8,2,748.6
3,3,9,6,7,6,5,3,2,651.8
4,7,4,10,6,7,6,4,2,703.6
4,5,9,10,8,8,5,6,3,673.9
2,1,10,2,5,8,3,2,3,585.5
1,2,6,8,4,10,1,8,2,633.9
5,0,4,10,9,6,3,3,2,691.9
3,4,4,4,10,8,3,6,2,669
4,4,6,5,6,6,6,0,2,666
4,3,3,7,10,8,10,6,4,688.9
2,2,1,2,1,8,5,6,4,641.6
5,3,2,6,4,6,7,4,4,651.1
3,4,10,10,10,7,7,8,2,717
2,2,10,10,10,8,10,8,4,686.2
3,10,10,10,8,6,10,6,2,719.1
3,1,8,10,10,7,5,3,4,689.2
2,3,3,9,4,5,7,8,2,659.4
1,0,8,10,10,10,10,10,3,662.1
1,3,4,5,10,6,4,2,3,642.6
5,10,5,10,10,6,10,10,4,749.7
4,4,2,5,2,7,2,3,3,624.6
2,0,3,5,10,6,2,4,4,644.8
2,4,10,3,7,7,4,3,2,659.4
2,4,4,1,4,8,5,3,3,633.5
2,1,10,3,4,8,1,0,4,600.4
4,10,7,10,10,6,5,4,2,720.4
1,5,10,10,7,4,8,5,2,641
5,10,3,1,10,8,10,1,3,682.1
2,5,10,10,8,8,8,4,3,691.3
3,3,6,10,10,7,10,4,3,670
2,3,7,3,4,6,0,2,1,627.8
2,0,3,3,10,7,5,4,2,663.2
1,10,3,5,7,7,2,0,3,645.4
5,6,7,5,2,7,8,8,3,722.3
3,10,5,10,10,7,10,7,2,737.4
2,6,6,8,5,7,5,7,4,679.8
4,7,7,5,7,7,10,1,4,709.6
4,4,6,4,6,8,10,1,3,667.9
3,8,10,10,10,7,6,9,3,751
4,4,6,4,5,7,10,1,3,657.5
4,5,6,9,7,7,10,2,2,701.7
3,5,10,10,10,8,7,3,2,671.8
5,5,8,7,3,9,10,2,3,695.3
1,0,3,2,4,8,5,0,2,638
5,2,4,10,10,6,10,6,3,708.1
0,8,3,3,4,6,3,1,3,613.6
3,3,7,5,8,6,7,5,3,664.1
1,4,5,10,10,8,3,9,2,706.2
3,1,5,3,5,5,5,3,3,637.6
1,3,4,5,4,7,10,2,2,651.3
1,2,3,3,0,6,3,0,2,587
4,5,1,7,5,9,1,0,3,687.3
2,2,4,4,6,7,5,4,2,617.8
1,1,5,6,3,7,2,1,3,610.6
2,4,3,3,5,8,3,3,2,666.4
5,1,1,5,1,6,6,7,2,657.8
2,1,5,4,2,6,10,1,4,640.8
2,10,7,5,5,7,10,1,2,691.5
3,2,3,3,1,9,10,8,4,686.6
5,10,4,3,6,8,5,2,2,690.2
3,8,4,7,10,7,2,6,4,690
3,2,5,3,10,8,4,1,3,659
5,10,9,10,10,8,7,7,2,740.8
5,5,10,10,10,5,10,4,3,735.9
4,4,4,4,6,8,2,2,3,666.8
4,4,4,4,6,8,2,2,3,666.8
3,2,2,4,3,8,10,1,4,667.3
2,2,3,6,3,7,4,2,3,614
2,3,10,10,10,7,3,8,2,707.2
4,5,8,2,5,8,5,4,4,698.3
3,6,8,4,2,7,1,1,3,643.7
1,1,4,5,4,5,3,2,3,580
3,2,10,6,10,8,10,8,4,713
1,10,9,7,3,7,5,8,3,717.6
4,7,2,4,9,8,8,3,4,683.8
3,2,3,10,10,8,4,6,3,683.8
2,0,2,2,3,8,5,2,2,593.6
5,4,5,5,4,7,6,2,4,638
5,3,7,4,7,8,10,8,3,736.5
4,4,4,2,2,6,3,2,4,635
4,3,10,7,4,7,10,1,4,644.8
3,6,2,0,2,8,8,2,4,629.7
3,3,4,8,8,7,8,1,3,653.9
2,3,4,10,10,8,6,3,3,686
2,5,5,3,10,8,3,3,2,681.7
5,3,9,10,10,8,3,5,4,721.9
5,5,8,5,10,6,6,6,3,687.5
5,10,5,3,7,8,7,5,4,744.8
5,7,6,10,6,8,10,10,3,706.8
5,7,3,10,4,7,9,2,4,700.4
2,3,10,10,3,6,5,9,2,673.1
1,3,8,4,4,8,4,3,2,622.7
5,3,6,4,4,7,3,8,2,698.5
1,0,3,5,3,8,5,1,3,582.9
2,0,3,2,10,6,1,6,2,646.7
3,5,10,10,10,6,3,6,2,701.7
5,5,10,5,4,8,4,1,2,695.7
3,7,4,4,3,9,10,4,1,653
3,0,4,10,2,8,4,0,2,624.3
5,4,10,5,8,7,6,3,2,665
2,4,2,2,10,8,7,1,4,682.1
2,10,10,8,7,9,10,6,3,732.1
3,10,2,10,6,8,2,6,2,693.4
2,6,8,10,7,9,4,3,3,701.7
1,0,1,2,0,8,10,2,2,593.6
2,1,10,10,10,7,6,5,4,656.5
1,10,8,3,8,10,5,1,2,653.5
1,10,8,3,8,10,5,1,2,653.5
2,2,5,7,4,7,10,2,2,654.8
2,3,5,5,7,7,3,1,3,654.1
2,2,4,10,10,6,3,8,3,672.8
2,2,6,2,5,8,4,6,3,668.1
3,1,6,2,3,8,3,3,3,629.9
1,1,1,2,4,8,3,1,1,630.1
4,3,3,10,7,7,10,3,3,696.4
5,10,10,10,10,10,10,10,2,752.2
3,8,5,2,6,7,7,5,3,685.8
1,3,4,2,3,7,2,1,1,627.6
1,1,10,1,6,8,10,5,1,649.9
4,10,6,7,10,7,7,7,2,710.8
1,1,6,6,7,6,4,3,3,637.8
1,2,6,10,10,6,4,6,2,627.2
2,2,1,1,3,7,2,2,2,612
3,7,10,10,10,5,6,5,3,659.9
3,2,5,6,10,8,5,8,2,670.2
5,5,5,5,10,8,5,7,4,728
1,1,3,0,4,7,3,1,1,619.7
2,10,3,5,5,9,3,3,2,669.2
4,5,6,10,10,8,8,3,3,694.9
5,3,1,10,10,7,5,1,3,654.5
1,2,5,8,10,8,3,6,3,666.8
5,4,10,8,4,7,3,5,4,637.8
1,10,4,10,5,6,10,4,2,675.8
3,4,4,10,5,6,10,8,3,661.6
1,10,8,3,5,7,7,2,2,661.4
3,3,10,7,5,6,8,8,2,705.5
3,10,8,2,3,8,4,0,3,617.8
1,3,7,4,3,8,2,6,2,645
3,5,4,10,10,7,8,8,2,702.8
1,8,4,10,9,8,3,8,2,700.6
5,10,10,4,3,8,7,6,3,726.6
3,2,6,10,10,6,10,10,3,672.2
1,10,5,6,5,6,5,0,1,609.1
3,2,5,9,4,7,6,7,2,638.2
5,10,6,10,10,8,4,6,2,710
3,4,6,3,3,7,0,1,2,636.9
3,10,7,10,5,8,10,2,3,707.9
0,1,3,7,10,6,6,10,2,653.9
3,2,6,7,3,8,5,7,3,662
2,5,10,8,3,6,10,2,2,651
1,0,5,0,4,7,2,1,1,632.7
5,2,0,0,1,5,6,0,2,613.4
4,2,10,5,2,8,2,10,2,699.6
4,1,5,8,6,7,4,6,2,635
3,1,10,9,8,6,3,1,3,637.1
2,3,10,3,4,7,4,2,3,671.3
2,9,7,5,4,7,3,0,3,672.2
1,4,4,3,10,7,7,1,1,656
3,3,10,10,10,8,5,7,4,710.6
2,8,3,4,5,8,5,4,2,684.3
1,1,4,5,3,8,5,1,2,590.4
3,1,7,4,2,10,2,2,2,642.4
1,2,10,6,1,10,7,1,2,628.2
1,10,5,10,10,6,10,1,3,694.3
3,5,6,3,7,6,6,1,3,652.8
3,7,10,10,5,7,3,2,3,693.4
2,6,7,8,8,7,6,5,1,667.3
1,2,10,7,8,8,3,3,1,641.2
1,0,5,1,4,8,5,0,1,634.4
5,10,9,6,5,7,4,1,4,671.8
1,0,0,2,2,7,2,2,2,518.6
5,0,2,5,3,9,6,10,4,736.7
3,2,10,7,6,10,4,7,1,677.7
2,4,10,7,7,7,10,5,2,711.3
2,2,5,3,8,6,4,8,3,646.9
1,2,8,6,8,8,4,3,1,655.4
3,10,4,10,10,8,10,4,2,704.5
5,4,10,1,10,7,10,1,4,703
2,4,7,4,4,8,5,2,4,685.5
5,10,7,2,6,8,2,1,2,709.1
2,6,7,4,4,8,3,3,4,671.1
5,10,6,4,6,7,8,1,2,710.4
5,3,4,2,5,5,5,1,3,624
3,0,5,7,10,8,1,3,2,656.2
2,6,9,10,5,7,8,2,4,691.5
2,6,5,10,10,7,10,3,2,710.8
3,2,8,1,7,6,4,0,4,647.7
5,2,5,2,2,7,6,2,2,652
1,6,10,7,3,8,10,1,2,666.9
2,2,6,2,5,5,2,1,3,612.3
4,6,6,10,6,7,4,3,3,717.6
2,4,5,3,3,6,3,3,4,656
5,1,4,10,10,8,6,6,3,734.8
3,0,4,10,10,7,1,6,3,695.5
4,10,9,10,10,7,6,10,2,746.5
5,2,10,10,10,8,6,9,2,686.8
3,10,8,10,10,7,10,2,4,749.9
3,1,10,8,5,7,7,4,4,682.8
1,10,3,10,10,6,7,5,2,727.6
3,5,3,10,3,8,9,4,3,659.9
5,3,1,2,3,7,2,2,2,623.9
3,6,6,6,6,6,4,4,2,663.9
5,10,10,8,10,7,4,4,2,741.4
2,5,10,10,8,8,6,3,3,692.4
1,2,2,2,3,6,2,0,2,583.4
2,6,3,4,3,6,5,1,3,638.8
1,0,5,4,6,5,5,10,2,630.8
2,3,3,2,3,7,2,2,3,627.6
1,1,5,0,10,9,2,8,3,638.4
5,3,5,5,10,8,4,7,2,704.2
2,7,5,8,5,7,10,3,2,709.8
4,10,10,6,10,8,3,1,3,660.3
2,4,6,5,8,7,5,5,3,648.6
2,4,4,2,4,8,5,2,4,650.3
2,2,1,3,2,5,1,0,2,569.4
0,2,10,5,10,8,5,5,2,667.5
5,4,2,1,10,6,7,1,2,645.6
4,3,4,4,10,5,8,8,4,693.4
5,10,3,4,6,6,5,5,1,715.7
5,9,5,4,5,8,9,2,2,701.9
3,10,1,5,3,9,4,2,2,662.6
1,1,7,2,7,9,0,2,2,636.9
1,0,10,6,5,8,10,2,4,702.8
4,10,2,1,5,6,5,1,3,619.9
4,3,3,6,8,5,10,10,3,693.9
3,8,2,1,1,5,3,3,2,593.4
5,1,2,5,4,7,8,2,4,667.9
4,7,9,10,7,8,4,3,2,693.8
2,4,7,10,7,7,6,7,2,692.6
2,7,9,8,10,6,10,8,3,746.3
1,2,7,6,8,6,6,2,3,670.7
1,2,3,4,3,8,7,3,2,647.1
3,4,1,2,1,8,2,3,3,649.4
2,3,5,5,9,7,5,7,2,665.4
1,4,0,4,10,8,3,7,1,647.3
5,5,2,10,10,7,6,1,3,661.5
3,3,5,2,4,7,3,1,1,636
0,3,3,5,1,7,10,3,1,641
2,0,4,4,7,6,1,0,3,647.5
5,5,5,8,3,5,3,7,2,699.4
3,3,2,2,6,7,6,1,2,610.4
3,3,5,8,8,7,4,3,2,672.4
3,1,2,2,3,7,8,2,3,681.3
3,5,5,3,10,8,4,1,4,696.8
5,10,10,10,6,7,4,7,4,755.9
2,6,5,5,8,7,6,2,3,662.8
4,5,10,8,10,9,6,5,3,699.3
4,1,5,10,3,8,7,1,3,676.4
1,9,10,4,8,7,6,6,2,720.2
2,4,10,10,5,6,5,2,4,688.6
3,4,4,9,10,7,6,4,3,663.3
5,7,10,10,10,6,10,2,2,693.6
2,2,4,3,0,10,4,4,4,628
4,1,4,3,10,6,9,8,3,696.9
1,1,5,2,3,8,10,1,1,597.4
0,4,5,6,5,6,0,0,3,605.5
3,1,6,8,8,8,6,3,1,633.1
4,10,10,5,5,6,5,2,3,667.3
4,2,8,7,10,8,6,6,2,702.5
4,10,6,4,2,5,8,3,4,707.9
3,5,0,10,0,8,7,3,3,677.7
3,6,10,6,6,7,8,1,3,643.5
4,4,10,6,10,5,10,10,4,722.8
4,6,5,2,7,7,10,0,2,689.6
2,1,4,2,2,6,0,2,2,618.4
2,3,6,3,4,8,3,1,4,685.3
4,3,5,2,5,8,3,1,3,665.1
2,5,8,10,10,8,6,6,2,691.3
5,0,3,4,10,7,5,5,2,635.4
2,10,10,4,6,9,10,8,2,713.6
2,6,4,4,10,7,4,2,1,638.8
3,6,1,1,3,8,2,3,3,621.4
1,2,6,2,3,6,1,2,2,616.3
5,6,8,10,10,8,10,8,4,703
3,7,7,10,10,9,10,2,2,732.7
2,1,4,2,3,8,1,1,3,610.6
3,5,6,3,3,8,10,8,2,666.9
2,3,2,3,3,7,3,1,4,591.7
2,4,3,3,5,4,2,3,2,626.1
3,0,4,10,5,8,10,5,3,700.2
2,5,3,10,5,6,6,6,2,711.5
1,10,10,10,5,5,10,3,3,673.7
3,2,4,5,8,6,9,0,1,649.4
2,10,10,3,2,8,3,10,2,644.6
2,2,5,6,4,6,5,10,2,662.2
3,2,5,2,5,6,4,1,3,640.9
1,5,5,4,4,9,7,1,2,656.7
3,2,10,10,10,7,10,10,3,766.1
5,4,10,2,7,9,7,1,2,681.3
4,10,6,4,5,7,2,1,2,653.7
3,2,7,5,8,6,3,6,2,686.2
2,1,5,5,1,9,10,0,4,612.5
5,5,2,10,10,7,10,10,3,698.9
1,3,2,10,5,8,5,1,2,568.1
5,4,10,10,4,8,5,5,4,710.9
5,7,8,10,10,7,10,6,3,741
2,1,1,5,8,5,6,1,2,623.3
5,1,10,10,10,7,10,1,2,686.2
3,10,6,10,5,6,5,1,4,663.5
5,2,7,0,5,6,10,2,2,647.7
5,1,5,10,10,10,0,0,1,650.5
4,10,5,10,6,7,4,6,2,731.9
3,2,6,6,10,8,1,10,3,736.5
3,4,4,1,6,7,5,1,2,639.9
5,10,6,5,10,9,5,4,3,700
4,2,2,10,10,8,6,10,3,677.1
5,3,5,3,5,7,10,2,1,671.7
1,2,2,10,10,5,2,3,3,645
1,3,5,8,10,8,8,3,2,615.7
2,0,4,8,4,4,10,6,4,700
3,3,2,4,5,6,2,1,3,617.4
3,10,5,5,4,6,5,0,3,678.3
2,7,7,4,10,8,4,8,4,681.3
5,9,8,6,5,6,8,3,4,708.9
4,3,7,6,5,8,6,3,2,705.7
2,0,4,8,4,4,10,6,4,700
1,0,3,2,2,10,2,0,2,592.3
5,3,7,4,4,7,8,2,2,675.1
1,6,4,5,4,7,9,1,3,611.2
2,2,4,2,4,5,5,1,3,617
2,8,7,8,10,7,5,4,2,675.8
3,6,4,3,4,6,10,2,4,704.3
5,3,10,3,10,8,6,4,2,710.4
4,10,6,5,3,7,10,3,1,712.6
3,6,5,10,4,8,8,2,4,667.9
4,5,8,10,7,8,10,2,3,684.9
0,4,10,3,2,8,10,6,1,685.4
